"","ref","company_manufacturer","company_location","review_date","country_of_bean_origin","specific_bean_origin_or_bar_name","cocoa_percent","ingredients","most_memorable_characteristics","rating"
"1819",1856,"Parliament","U.S.A.",2016,"Tanzania","Kilombero Valley","70%","2- B,S","sour, earthy, roasty",3.25
"1820",2274,"Parre Chocolat","U.S.A.",2019,"Guatemala","Guatemala","75%","3- B,S,C","fatty, woody, poor aftertaste",2.75
"1821",2274,"Parre Chocolat","U.S.A.",2019,"Dominican Republic","Dominican Republic","75%","3- B,S,C","rubbery, buttery, soil",2.75
"1822",2278,"Parre Chocolat","U.S.A.",2019,"Colombia","Colombia","75%","3- B,S,C","nut, roasty, high astringent",3
"1823",1137,"Pascha","Peru",2013,"Peru","Peru","55%","4- B,S,C,V","gritty, sweet, off",2.5
"1824",1137,"Pascha","Peru",2013,"Peru","Peru","70%","4- B,S,C,V","gritty, earthy, melon",2.75
"1825",196,"Patric","U.S.A.",2007,"Madagascar","Madagascar","70%","3- B,S,C","mild tart, wine, red fruit, long",4
"1826",439,"Patric","U.S.A.",2009,"Madagascar","Madagascar","67%","3- B,S,C","creamy, fruit forward, rich",3.5
"1827",439,"Patric","U.S.A.",2009,"Venezuela","Rio Caribe, Paria Penninsula","70%","3- B,S,C","earthy, nutty",3.5
"1828",331,"Patric","U.S.A.",2009,"Madagascar","Madagascar","75%","3- B,S,C","simple red berry, rich, long",4
"1829",636,"Patric","U.S.A.",2011,"Blend","Signature Blend","70%","3- B,S,C","smooth, red berry, cocoa",3.75
"1830",1034,"Patric","U.S.A.",2013,"Peru","Piura, Choc. Garage Exclusive","67%","3- B,S,C","creamy, cocoa, grapes",4
"1831",1271,"Paul Young","U.K.",2014,"Madagascar","Madagascar, w/ shell","73%","2- B,S*","sticky, mild citrus, earthy",2.25
"1832",1271,"Paul Young","U.K.",2014,"Madagascar","Madagascar, w/ shell","64%","2- B,S*","coarse, sweet, tart, earthy",2.75
"1833",1454,"Peppalo","U.S.A.",2015,"Dominican Republic","Dominican Republic","82%","3- B,S,C","coarse, earthy, sweet",3
"1834",2258,"Perrenial","U.S.A.",2018,"Fiji","Fiji","75%","3- B,S*,C","mild smokey, black licorice",3
"1835",2294,"Petite Patrie","Canada",2019,"Peru","Ucayali, batch PR-17","70%","4- B,S,C,L","off aroma, anise, dried fruit",3.25
"1836",93,"Pierre Marcolini","Belgium",2006,"Indonesia","Kendem Lembu, Java","72%","5- B,S,C,V,L","red fruit, smokey, sour",3
"1837",93,"Pierre Marcolini","Belgium",2006,"Venezuela","Ocumare, Puerto Cabello, Venezuela","72%","5- B,S,C,V,L","rich cocoa, marshmallow",3.75
"1838",81,"Pierre Marcolini","Belgium",2006,"Mexico","Porcelana, Tabasco,  Limited Ed.","72%","5- B,S,C,V,L","mild tart, long and rich",4
"1839",166,"Pierre Marcolini","Belgium",2007,"Blend","Fleur de Cacao, Venezuela/ Ghana","85%","5- B,S,C,V,L","cinamon, bitter aftertaste",3.5
"1840",129,"Pierre Marcolini","Belgium",2007,"Ecuador","Los Rios, Puerto Romero, Equateur","72%","5- B,S,C,V,L","creamy, cocoa, grassy",3.75
"1841",111,"Pierre Marcolini","Belgium",2007,"Blend","Cabosse, Venezuela, Java","70%","5- B,S,C,V,L","rich cocoa, tart citrus",4
"1842",141,"Pierre Marcolini","Belgium",2007,"Madagascar","Sambirano, Ambanja, Madagascar","72%","5- B,S,C,V,L","tangy, floral, spicy, cocoa",4
"1843",414,"Pierre Marcolini","Belgium",2009,"Brazil","Bahia Brazil, Fazenda Sao Pedro","72%","5- B,S,C,V,L","smokey, floral, mild",3
"1844",445,"Pierre Marcolini","Belgium",2009,"Mexico","Porcelana, Tabasco,  Finca La Joya","72%","5- B,S,C,V,L","bland, subtle dairy, burning",3
"1845",478,"Pierre Marcolini","Belgium",2010,"Venezuela","Chuao","75%","5- B,S,C,V,L","strong vanilla, nutty, spicey",3
"1846",531,"Pierre Marcolini","Belgium",2010,"Peru","Peru, Las Pampas P.","85%","5- B,S,C,V,L","bitter, coffee, cocoa",3
"1847",478,"Pierre Marcolini","Belgium",2010,"Trinidad","Trinite","75%","5- B,S,C,V,L","berry notes with sweet edge",3.25
"1848",516,"Pierre Marcolini","Belgium",2010,"Cuba","Baracoa","78%","5- B,S,C,V,L","chunky, rich and spicy",3.75
"1849",1658,"Pierre Marcolini","Belgium",2015,"Cameroon","Haut Penja, w/ nibs","70%","5- B,S,C,V,L","mild fruit, woody",3.25
"1850",2342,"Pierre Marcolini","Belgium",2019,"Madagascar","Sambirano, Rieur, Ambanja","76%","4- B,S,C,L","powdery, roasty, off flavor",3
"1851",2342,"Pierre Marcolini","Belgium",2019,"Cameroon","Haut Penja, Transporte","70%","4- B,S,C,L","rich cocoa, off flavor",3
"1852",2700,"Pierre Marcolini","Belgium",2021,"China","Hainan, lot 218012","72%","4- B,S,C,L","fruity, rich, grassy",3.5
"1853",2462,"Piety and Desire","U.S.A.",2020,"Vietnam","Dak Nong, batch 405","70%","3- B,S,C","swiss miss, pistachio, rich",3
"1854",2462,"Piety and Desire","U.S.A.",2020,"Tanzania","Kokoa Kamili, Kilombero Valley, batch 304","70%","3- B,S,C","sweet, cream, cherry, rich",3.5
"1855",2462,"Piety and Desire","U.S.A.",2020,"India","Kerla","73%","3- B,S,C","creamy, fruity, mocha",3.5
"1856",1772,"Pinellas","U.S.A.",2016,"Honduras","Wampusirpi Region","80%","4- B,S,V,L","banana, earthy ending",2.5
"1857",1315,"Pitch Dark","U.S.A.",2014,"Fiji","Namau Village","73%","2- B,S","intense smoke, medicinal",2.5
"1858",1311,"Pitch Dark","U.S.A.",2014,"Madagascar","Akesson Estate","73%","2- B,S","intense, dried fruit, roasty",3.25
"1859",1319,"Pitch Dark","U.S.A.",2014,"Ecuador","Camino Verde P., Balao, Guayas, ""Fruity""","73%","2- B,S","tobacco, woody, rum",3.25
"1860",1319,"Pitch Dark","U.S.A.",2014,"Ecuador","Camino Verde P., Balao, Guayas, ""Floral""","73%","2- B,S","intense, floral, leather",3.5
"1861",1506,"Pitch Dark","U.S.A.",2015,"Nicaragua","Tenor","62%","3- B,S,C","coarse, earthy, metal, sweet",2.5
"1862",1506,"Pitch Dark","U.S.A.",2015,"Nicaragua","Johe","80%","2- B,S","dry, sandy, earthy, leathery",2.75
"1863",1510,"Pitch Dark","U.S.A.",2015,"Nicaragua","Chuno","80%","3- B,S,C","metal, earthy, pungent",2.75
"1864",1510,"Pitch Dark","U.S.A.",2015,"Nicaragua","Nicalizo","80%","3- B,S,C","metal, molasses, roasty",2.75
"1865",1510,"Pitch Dark","U.S.A.",2015,"Nicaragua","Rugoso","80%","2- B,S","chunky, dairy, nutty, rich",3.25
"1866",2530,"Pollinator","U.S.A.",2020,"Bolivia","Tranquilidad, ""Wild Bolivia""","70%","3- B,S,C","sandy, dried fruit, earthy",3
"1867",2530,"Pollinator","U.S.A.",2020,"Dominican Republic","Zorzal Plantation","70%","3- B,S,C","slightly bitter, earthy, fruity",3
"1868",2530,"Pollinator","U.S.A.",2020,"Tanzania","Tanzania","70%","3- B,S,C","raisins, grapes, tart",3.25
"1869",829,"Pomm (aka Dead Dog)","U.S.A.",2012,"Dominican Republic","La Red, 2011","76%","3- B,S,C","molasses, banana, chemical",2.5
"1870",829,"Pomm (aka Dead Dog)","U.S.A.",2012,"Peru","Peru, batch 1","82%","3- B,S,C","dry, red berry, off note",2.75
"1871",2582,"Poppy and Peep","U.S.A.",2021,"Haiti","Haiti","71%","3- B,S,C","sweet, spoiled milk, vegetal",2.75
"1872",2582,"Poppy and Peep","U.S.A.",2021,"Guatemala","Guatemala","76%","3- B,S,C","tart with woody undertones",3
"1873",2586,"Poppy and Peep","U.S.A.",2021,"Ghana","Ghana","66%","3- B,S,C","extra sweet, nutty, deep cocoa",3
"1874",607,"Potomac","U.S.A.",2010,"Costa Rica","Upala, Batch 12","82%","2- B,S","bright red fruit,smoke,powerful",3.75
"1875",789,"Potomac","U.S.A.",2011,"Peru","San Martin, Amazonian Highlands","70%","2- B,S","grassy, earthy",2.75
"1876",654,"Potomac","U.S.A.",2011,"Costa Rica","Upala, Batch 18","70%","2- B,S","fudgey, mild smoke",3
"1877",647,"Potomac","U.S.A.",2011,"Costa Rica","Upala w/ nibs","70%","2- B,S","grass,chewy,nibs add bitterness",3.5
"1878",789,"Potomac","U.S.A.",2011,"Brazil","Bahia","70%","2- B,S","mint, candied",3.5
"1879",1387,"Potomac","U.S.A.",2014,"Venezuela","Cuyagua, 2013","70%","2- B,S","mildy nutty, cocoa, spice",3.75
"1880",1820,"Potomac","U.S.A.",2016,"Dominican Republic","Oko Caribe, Duarte Province, 2016 H.","70%","2- B,S","dense, rich, nuanced",3.75
"1881",2076,"Potomac","U.S.A.",2018,"Colombia","Tumaco","70%","2- B,S","marshmallow, distinquished",4
"1882",2538,"Potomac","U.S.A.",2021,"Uganda","Semuliki Forest, batch 20035","75%","2- B,S","light cocoa, dairy,faint cinnamon",3.75
"1883",2622,"Potomac","U.S.A.",2021,"Peru","Ucayali, batch 200105","70%","2- B,S","anise, cocoa, dried fruit",3.75
"1884",40,"Pralus","France",2006,"Vanuatu","Vanuatu","75%","4- B,S,C,L","smoke dominates, mild fruit",3
"1885",99,"Pralus","France",2006,"Cuba","Cuba","75%","4- B,S,C,L","earthy, tobacco, mushroom",3
"1886",99,"Pralus","France",2006,"Blend","Caracas, Venezuela and Ghana","75%","4- B,S,C,L","sandy, roasty, cocoa",3
"1887",105,"Pralus","France",2006,"Brazil","Monte Alegre (Itacare), Brazil","75%","4- B,S,C,L","creamy, fatty, burnt",3
"1888",99,"Pralus","France",2006,"Blend","Djakarta, Java and Ghana","75%","4- B,S,C,L","tart, fruit, cocoa",3.5
"1889",32,"Pralus","France",2006,"Jamaica","Jamaique","75%","4- B,S,C,L","creamy, spicy",3.75
"1890",93,"Pralus","France",2006,"Ecuador","Fortissima","80%","4- B,S,C,L","vegetal, fruit, smoke",3.75
"1891",162,"Pralus","France",2007,"Sao Tome","Claudio Corallo w/ nibs","75%","4- B,S,C,L","large nibs, spicy, cocoa",4
"1892",280,"Pralus","France",2008,"Dominican Republic","Dominican Republic-Organic","75%","4- B,S,C,L","sandy, sour",2
"1893",202,"Pralus","France",2008,"Madagascar","Sambirano Valley, Le 100%","100%","2- B,C","fatty, mild fruit, bitter, smoke",3
"1894",280,"Pralus","France",2008,"Brazil","Monte Alegre, Diego Badero","75%","4- B,S,C,L","complex, herbal, sour",3.5
"1895",451,"Pralus","France",2009,"Venezuela","Cuyagua","75%","4- B,S,C,L","creamy, burnt,ashey, lemon",2
"1896",486,"Pralus","France",2010,"Venezuela","Chuao","75%","4- B,S,C,L","nutty, red berry, rich",3.5
"1897",717,"Pralus","France",2011,"Venezuela","Porcelana, S. of Lake Maracaibo","75%","4- B,S,C,L","burnt nuts, subtle fruit",3.25
"1898",1446,"Pralus","France",2015,"Peru","Peru","75%","3- B,S,C","subdued, floral, nutty, fatty",3.25
"1899",2406,"Pralus","France",2019,"Papua New Guinea","Papouasie","75%","4- B,S,C,L","complex, smoke, intense, ham",3
"1900",2410,"Pralus","France",2019,"Indonesia","Java","75%","4- B,S,C,L","fruit, woody, ashey, fatty",3
"1901",2410,"Pralus","France",2019,"Venezuela","Barlovento","75%","4- B,S,C,L","roasty, black licorice, rubbery",3
"1902",2414,"Pralus","France",2019,"Madagascar","Nosy Be Isle.","75%","4- B,S,C,L","high acidity,roasty,sour,chalky",3
"1903",2418,"Pralus","France",2019,"Colombia","Colombie","75%","4- B,S,C,L","sandy, coffee, sweet, roasty",3
"1904",2410,"Pralus","France",2019,"Trinidad","Trinidad","75%","4- B,S,C,L","tobacco,deep cocoa, sl. burnt",3.25
"1905",2414,"Pralus","France",2019,"Ghana","Ghana","75%","4- B,S,C,L","rich cocoa, fatty, roasty",3.25
"1906",2410,"Pralus","France",2019,"Sao Tome & Principe","Sao Tome & Principe","75%","4- B,S,C,L","deep cocoa, fatty, mild ashey",3.5
"1907",2414,"Pralus","France",2019,"Tanzania","Tanzanie","75%","4- B,S,C,L","spicy, cocoa",3.5
"1908",2418,"Pralus","France",2019,"Ecuador","Equateur","75%","4- B,S,C,L","dried fruit, floral",3.5
"1909",2118,"Primo Botanica","U.S.A.",2018,"Tanzania","Kokoa Kamili, 2018 Harvest","75%","2- B,S*","sour palm, rich cocoa, fruit",3.25
"1910",2118,"Primo Botanica","U.S.A.",2018,"Peru","Choba Choba","75%","2- B,S*","molasses, coffee, cocoa",3.25
"1911",2318,"Public Chocolatory","South Korea",2019,"Vietnam","Vietnam","70%","2- B,S","fruit, tart, fertilzer",2.75
"1912",1223,"Pump Street Bakery","U.K.",2014,"Venezuela","Patanemo, Carabobo, Tisano family, b. 3211","75%","3- B,S,C","nutty, fuel, intense",2.75
"1913",1227,"Pump Street Bakery","U.K.",2014,"Ecuador","Guantupi River","85%","3- B,S,C","floral, slightly burnt, intense",2.75
"1914",1223,"Pump Street Bakery","U.K.",2014,"Ecuador","Guantupi River","75%","3- B,S,C","perfume, roasted caramel",3
"1915",1223,"Pump Street Bakery","U.K.",2014,"Madagascar","Akessons Estate, Sambirano, Ambanja, b. 3212","72%","3- B,S,C","long, mellow, buttery",3.25
"1916",1688,"Pump Street Bakery","U.K.",2015,"Honduras","Honduras","80%","3- B,S,C","chunky, earthy, rubber",2.75
"1917",1502,"Pump Street Bakery","U.K.",2015,"Grenada","Crayfish Bay Estate, 2014","70%","3- B,S,C","dark berry, mild floral",3.5
"1918",1530,"Pump Street Bakery","U.K.",2015,"Madagascar","Akesson's, batch 4411","74%","3- B,S,C","dairy, butterscotch, caramel",3.5
"1919",1872,"Pump Street Bakery","U.K.",2016,"Ecuador","Chocoan Rainforest, Teroro Escondido, ESM","77%","3- B,S,C","floral, grain, deep cocoa",3.5
"1920",1956,"Pump Street Bakery","U.K.",2017,"Jamaica","Bachelor's Hall, batch 6911","75%","2- B,S","sticky, mild, hay, honey",3.75
"1921",2166,"Pump Street Bakery","U.K.",2018,"Solomon Islands","Guadalcanal, Tenaru, David Natei F.","72%","3- B,S,C","dominant savory",3.25
"1922",931,"Pura Delizia","Italy",2012,"Venezuela","Venezuela","73%","4- B,S,C,L","fatty, vanilla, orange",2.75
"1923",1988,"Pura Delizia","Italy",2017,"Ecuador","Ecuador","73%","4- B,S,C,L","few grits, strong floral",3.25
"1924",1988,"Pura Delizia","Italy",2017,"Papua New Guinea","Papua New Guinea","75%","4- B,S,C,L","intense smoke",3.25
"1925",1984,"Pura Delizia","Italy",2017,"Vietnam","Vietnam","75%","4- B,S,C,L","intense, fig, roasty, citrus",3.5
"1926",1988,"Pura Delizia","Italy",2017,"Philippines","Philippines","66%","4- B,S,C,L","spice, sunflower",3.5
"1927",1988,"Pura Delizia","Italy",2017,"Dominican Republic","Dominican","65%","4- B,S,C,L","peanut, soy, sunflower",3.75
"1928",935,"Q Chocolate","Brazil",2012,"Brazil","Brazil","60%","3- B,S,C","sweet, intense banana",3
"1929",935,"Q Chocolate","Brazil",2012,"Brazil","Brazil","65%","3- B,S,C","muted, banana, hot cocoa",3.25
"1930",1069,"Q Chocolate","Brazil",2013,"Brazil","Brazil","55%","3- B,S,C","creamy, too sweet, sour",2.75
"1931",1057,"Q Chocolate","Brazil",2013,"Brazil","Brazil","75%","3- B,S,C","sticky, intense, roasty, fruit",3.25
"1932",1069,"Q Chocolate","Brazil",2013,"Brazil","Brazil","80%","3- B,S,C","tannic, fruity, cocoa",3.25
"1933",1057,"Q Chocolate","Brazil",2013,"Brazil","Brazil","85%","3- B,S,C","mild bitter, banana, citrus",3.5
"1934",2238,"Qantu","Canada",2018,"Peru","Bagua, Amazonas","70%","3- B,S,C","pungent, grapes",3
"1935",2426,"Qantu","Canada",2019,"Peru","Chunchu, Ayacucho, lot 208","70%","3- B,S,C","bold, nutty, floral, wine",3.75
"1936",2470,"Qantu","Canada",2020,"Peru","Morropon, Piura, AoC Golden Bean 2018","70%","3- B,S,C","intense plum, harsh woody",3.5
"1937",2506,"Qantu","Canada",2020,"Peru","Piura, Gran Blanco, lot 400","70%","3- B,S,C","grapes and honey",4
"1938",2594,"Qantu","Canada",2021,"Peru","Chaska, Junin, lot 425","70%","3- B,S,C","bold, fig w/ floral undertone",3.75
"1939",1796,"Quetzalli (Wolter)","Mexico",2016,"Mexico","Mexico, Lot 28022016","70%","3- B,S,C","gritty, waxy, leather",2.75
"1940",1800,"Quetzalli (Wolter)","Mexico",2016,"Mexico","Uranga, Lot 22032016","74%","3- B,S,C","waxy, gritty, spicy, hammy",3
"1941",785,"Raaka","U.S.A.",2011,"Dominican Republic","La Red","85%","3- B,S,C","creamy, pasty, bitter, cocoa",3.5
"1942",959,"Raaka","U.S.A.",2012,"Madagascar","Madagascar","75%","3- B,S,C","gritty, sticky, candied",3.25
"1943",1708,"Raaka","U.S.A.",2015,"Congo","Virunga","75%","3- B,S,C","refined, honey, rubber",2.75
"1944",1788,"Raaka","U.S.A.",2016,"Peru","Amazon Basin Blend- SMartin,Pangoa,nacional","70%","3- B,S,C","pungent, green, citrus",3
"1945",2032,"Raaka","U.S.A.",2017,"Haiti","Pisa, unroasted","70%","3- B,S,C","green",3.25
"1946",2032,"Raaka","U.S.A.",2017,"Haiti","Pisa, roasted","70%","3- B,S,C","basic cocoa",3.5
"1947",470,"Rain Republic","Guatemala",2010,"Guatemala","Suchitepequez E.","70%","5- B,S,C,V,L","Easter candy, burnt",2.75
"1948",565,"Rancho San Jacinto","Ecuador",2010,"Ecuador","Ecuador","75%",NA,"slightly dry and super spicey",3
"1949",1558,"Ranger","U.S.A.",2015,"Peru","San Martin, Batch 2","70%","2- B,S","oily, intense vinegar",2.5
"1950",1562,"Ranger","U.S.A.",2015,"Peru","Chulucanas, Batch 1","80%","2- B,S","fruity, melon",3.25
"1951",1562,"Ranger","U.S.A.",2015,"Peru","Tumbes, Batch 2","73%","2- B,S","dried fruit, raisins, nutty",3.5
"1952",2668,"Ranger","U.S.A.",2021,"Mexico","Soconusco","70%","2- B,S","fruit, yogurt, astringent",3.25
"1953",1872,"Raoul Boulanger","France",2016,"Peru","Piura","75%","3- B,S,C","fatty, cocoa",3.25
"1954",2166,"Raphio","U.S.A.",2018,"Ecuador","Camino Verde","72%","3- B,S,C","floral, malt, high astringcy",3.5
"1955",2158,"Raphio","U.S.A.",2018,"Tanzania","Kokoa Kamili, Kilombero batch IT7507","72%","3- B,S,C","creamy, complex, maple",3.75
"1956",2158,"Raphio","U.S.A.",2018,"Peru","El Gran Sapasoa, batch IP7487","72%","3- B,S,C","dominant spice",3.75
"1957",2330,"Raphio","U.S.A.",2019,"Dominican Republic","Oko Caribe, San Fran. De Macoris, El Cibao","72%","3- B,S,C","floral, roasted cacao, dirty",3.5
"1958",2334,"Raphio","U.S.A.",2019,"Nicaragua","Matagalpa","72%","3- B,S,C","grassy, earthy, roasty, dirty",3.5
"1959",2618,"Raphio","U.S.A.",2021,"Ghana","Suhum Region, ABOCFA, b. IG7720","72%","3- B,S,C","gateway, nutty, rich cocoa",3.5
"1960",867,"Raw Cocoa","Poland",2012,"Peru","Raw","70%",NA,"smooth, green, vegetal",2.5
"1961",147,"Republica del Cacao (aka Confecta)","Ecuador",2007,"Ecuador","Manabi","75%","4- B,S,C,L","cinamon, hazelnut, roasty",3
"1962",147,"Republica del Cacao (aka Confecta)","Ecuador",2007,"Ecuador","El Oro","67%","4- B,S,C,L","creamy, caramel, dairy",3.5
"1963",170,"Republica del Cacao (aka Confecta)","Ecuador",2007,"Ecuador","Los Rios","75%","4- B,S,C,L","vanilla, dark roast, spicy",3.75
"1964",439,"Republica del Cacao (aka Confecta)","Ecuador",2009,"Ecuador","Los Rios, Vinces","75%","4- B,S,C,L","strong rubber, off chemical",2.5
"1965",494,"Republica del Cacao (aka Confecta)","Ecuador",2010,"Ecuador","Esmeraldas","75%","4- B,S,C,L","strong spicey, earthy green",3.25
"1966",745,"Ritual","U.S.A.",2011,"Costa Rica","Costa Rica","75%","2- B,S","dark berry, woody,astringent",3.5
"1967",967,"Ritual","U.S.A.",2012,"Ecuador","Camino Verde P., 2012, Balao, Guayas, batch 1","75%","2- B,S","dried fruit, nut, bitter, roasty",3.25
"1968",979,"Ritual","U.S.A.",2012,"Trinidad","Gran Couva, 2012 harvest, batch 001","75%","2- B,S","orange, heavy roast",3.5
"1969",891,"Ritual","U.S.A.",2012,"Madagascar","Sambirano, 2011 harvest, batch 1","75%","2- B,S","dark berry, tropical, nutty",4
"1970",1181,"Ritual","U.S.A.",2013,"Peru","Maranon, Cajamarca, batch 002","75%","2- B,S","intense, roasty, spice",3
"1971",1089,"Ritual","U.S.A.",2013,"Belize","Toledo District, Maya, batch 001","75%","2- B,S","thick, slow, pure",3.75
"1972",1466,"Ritual","U.S.A.",2015,"Ecuador","Camino Verde P., Balao, Guayas, 2014, b. 001","85%","2- B,S","mild bitter, woody, bourbon",3.5
"1973",1466,"Ritual","U.S.A.",2015,"Blend","Mid Mountain, 2014, batch 002","70%","2- B,S","sticky, woody",3.5
"1974",1860,"Ritual","U.S.A.",2016,"Ecuador","Camino Verde P., Balao, 2015 harvest, batch8","75%","2- B,S","floral, bourbon, balanced",3.75
"1975",2008,"Ritual","U.S.A.",2017,"Mexico","Xoconusco","75%","3- B,S,C","smooth, coffee, rich cocoa",3.75
"1976",2282,"Ritual","U.S.A.",2019,"Nicaragua","La Colonia, Enliven Cacao","70%","2- B,S","complex, honey, fruit, nut",3.5
"1977",2418,"Ritual","U.S.A.",2019,"Trinidad","Jagassar Estate, Moruga Region, microlot","80%","2- B,S","rich brownie, dried fruit",3.5
"1978",2514,"Ritual","U.S.A.",2020,"Madagascar","Sambirano, 2019 h., batch 7","75%","3- B,S,C","tart fruit, roasty",3.5
"1979",2080,"River-Sea","U.S.A.",2018,"Tanzania","Kokoa Kamili, Morogoro","72%","3- B,S,C","muted, heavy roast",3
"1980",2354,"River-Sea","U.S.A.",2019,"Fiji","Vanua Levu, Matasawalevu","70%","3- B,S,C","fatty, rubbery, nutty",2.5
"1981",2354,"River-Sea","U.S.A.",2019,"Peru","Ucayali","70%","3- B,S,C","fatty, rubbery, off",2.5
"1982",1844,"Roasting Masters","South Korea",2016,"Costa Rica","La Dorado, light roast","70%","2- B,S","dried fruit, intense",3.25
"1983",1844,"Roasting Masters","South Korea",2016,"Costa Rica","Tapanti, light roast","70%","2- B,S","fatty, honey, slight sour",3.25
"1984",1844,"Roasting Masters","South Korea",2016,"Costa Rica","Maleku","70%","2- B,S","roasty, coffee, intense",3.25
"1985",1061,"Robert (aka Chocolaterie Robert)","Madagascar",2013,"Madagascar","Madagascar","75%","5- B,S,C,V,L","rich cocoa, nutty",3.25
"1986",1061,"Robert (aka Chocolaterie Robert)","Madagascar",2013,"Madagascar","Madagascar w/ nibs","68%","4- B,S,C,L","basic cocoa, large nibs",3.25
"1987",923,"Rococo (Grenada Chocolate Co.)","U.K.",2012,"Grenada","Gru Grococo, St. Andrews","66%",NA,"earthy, mild nutty",3.5
"1988",213,"Rogue","U.S.A.",2008,"Dominican Republic","Hispaniola, 2008","70%","2- B,S","nutty, earthy, mild off note",2.75
"1989",213,"Rogue","U.S.A.",2008,"Jamaica","Jamaica","70%","2- B,S","sandy, heavy roast, woody",2.75
"1990",213,"Rogue","U.S.A.",2008,"Madagascar","Sambirano, 2008","70%","2- B,S","raisins, sour, roasty",3
"1991",213,"Rogue","U.S.A.",2008,"Trinidad","Trinidad","70%","2- B,S","dry, honey, roasty",3
"1992",327,"Rogue","U.S.A.",2009,"Venezuela","Rio Caribe","70%","2- B,S","mint, sweet spices",3.5
"1993",565,"Rogue","U.S.A.",2010,"Peru","Piura","75%","2- B,S","smooth,intense,fruit, complex",3.75
"1994",793,"Rogue","U.S.A.",2011,"Bolivia","Silvestre, Batch 1, 2011","75%","2- B,S","rich brownie, roasty, sour",3
"1995",979,"Rogue","U.S.A.",2012,"Ecuador","Camino Verde P., Balao, Guayas","75%","2- B,S","floral, bourbon, mocha",3.75
"1996",1038,"Rogue","U.S.A.",2013,"Madagascar","Akessons Estate, Sambirano, 2013","70%","2- B,S","creamy, heavy roast, citrus",3.5
"1997",1081,"Rogue","U.S.A.",2013,"Dominican Republic","Hispaniola, 2013","70%","2- B,S","sticky, earthy, smokey",3.5
"1998",1193,"Rogue","U.S.A.",2013,"Jamaica","Bachelor's Hall E., St. Thomas Parish, batch 1","75%","2- B,S","intense, dark berry, spice",3.75
"1999",1081,"Rogue","U.S.A.",2013,"Bolivia","Silvestre, Batch 7, 2013","75%","2- B,S","smooth, banana, tart, roasty",4
"2000",1209,"Rogue","U.S.A.",2014,"Venezuela","Porcelana","80%","2- B,S","red fruit, intense, earthy",3.75
"2001",1566,"Rogue","U.S.A.",2015,"Bolivia","Tranquilidad, Batch 1","75%","2- B,S","roasty, dried fruit, sour",3.25
"2002",1446,"Rogue","U.S.A.",2015,"Venezuela","Caranero, Choc. Garage Exclusive","70%","2- B,S","deep, rich, nutty, roasty",3.75
"2003",1748,"Rogue","U.S.A.",2016,"Honduras","La Masica, Batch 1, FHIA Research Center","75%","2- B,S","robust, tart, roasty",3.75
"2004",717,"Rozsavolgyi","Hungary",2011,"Venezuela","Porcelana","71%","3- B,S,C","intense, burnt, chemical",2.5
"2005",765,"Rozsavolgyi","Hungary",2011,"Principe","Principe","77%","3- B,S,C","smokey, nutty, fat residue",2.75
"2006",713,"Rozsavolgyi","Hungary",2011,"Venezuela","Carenero Superior","73%","3- B,S,C","fatty, roasty, coffee",3.5
"2007",717,"Rozsavolgyi","Hungary",2011,"Venezuela","Aragua, Trincheras","70%","3- B,S,C","uneven melt, cashew",3.5
"2008",871,"Rozsavolgyi","Hungary",2012,"Venezuela","Rio Caribe Superior, Paria Penninsula, b. R380","76%","3- B,S,C","fatty, burnt, nut, vegetal",2.25
"2009",809,"Rozsavolgyi","Hungary",2012,"Venezuela","Sur del Lago","84%","3- B,S,C","fatty, chemical, roasty",2.5
"2010",871,"Rozsavolgyi","Hungary",2012,"Madagascar","Sambirano, Akesson Estate, batch MT3802","72%","3- B,S,C","buttery, sour tang, off notes",2.5
"2011",2004,"Rozsavolgyi","Hungary",2017,"Venezuela","Chuao","73%","3- B,S,C","nuts, chocolate, mellow",3.75
"2012",2672,"Rozsavolgyi","Hungary",2021,"Peru","Piura, Norandino, Gran Blanco Nativo, b. PB4704","72%","3- B,S,C","blackberry, mild floral",3.75
"2013",1964,"Ruket","Italy",2017,"Honduras","Red Mayan, Xoco","72%","3- B,S*,C","off note, vegetal, nibby",2.75
"2014",2036,"Ruket","Italy",2018,"Haiti","Pisa, lot 03HA","75%","3- B,S,C","cocoa base, spice",3
"2015",2036,"Ruket","Italy",2018,"Nicaragua","Nugu, lot 02N","70%","3- B,S,C","complex, coarse, astringent",3.5
"2016",2668,"Ruket","Italy",2021,"Indonesia","Sumba, lot 02IN","77%","2- B,S","mild smoke, tart, spice, harsh",2.75
"2017",2660,"Ruket","Italy",2021,"Tanzania","Kokoa Kamili. Lot 73T","72%","2- B,S","clean, pure cocoa, cherry, gritty",3.5
"2018",615,"S.A.I.D.","Italy",2010,"Blend","100 percent","100%",NA,"sticky, intense, very bitter",1.5
"2019",615,"S.A.I.D.","Italy",2010,"Dominican Republic","Samana","70%",NA,"fudgey, astringent, sour",3
"2020",607,"S.A.I.D.","Italy",2010,"Madagascar","Malgascio","64%",NA,"sandy, subtle fruit then cocoa",3.5
"2021",615,"S.A.I.D.","Italy",2010,"Blend","Carribean, Arawak","72%",NA,"fatty, cocoa, nutty",3.5
"2022",615,"S.A.I.D.","Italy",2010,"Blend","Latino","72%",NA,"sandy, sweet, spice",3.5
